kod,id_requests,id_operation,price_to,id_curency,min_rooms,min_floor,max_floor,id_region,id_motivation_status,id_realtor,fiz_lico,id_relected_to,id_realty_type,id_realty_type2,id_layout,num_rooms,min_sq,max_sq,id_request_status,id_object_status,description,create_date,change_date,metro,id_access_type,id_access_status,change_date,access_change_date,id_realtor2,id_region2,last_date_contact,id_heating_system
5813,15E799FA03D96E7B9BFD9B9813D9DA8D,C0697800F264BD87A6FC66318F7F6EF4,50000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,3,,,5CA789AB4036788287D0CBA66003B571,,BDA99269836409DE658208CFC4939786,A8F0B524CFF4D097B6C5539F404EE5DB,869157CFF8A91776E244F3A3E8FB4F86,A60505BF985E062B898BFBF321D655F2,1FA205DE8037CA1D53E7004600301B81,,,,,6BB448E41000182B0136B33575971BA7,,Будинок в центрі чи Володимирська до 50000,2024-02-06,2024-02-06,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-02-06,2024-02-06 16:39:29,6C74C2E98300F2EC7964CE368A18E16C,3691EC359F2D7AEEF647E2FFF7356344,2024-02-06 16:40:00,
5812,FA0F48AAFF042F63573AEB128813824B,C0697800F264BD87A6FC66318F7F6EF4,,,,,,5CA789AB4036788287D0CBA66003B571,,BDA99269836409DE658208CFC4939786,A8F0B524CFF4D097B6C5539F404EE5DB,1BA622F72347EB9674AD39611F7E30B7,98A85583DCA56EB7D8FD76FB665E8751,1FA205DE8037CA1D53E7004600301B81,,,,,6BB448E41000182B0136B33575971BA7,,"Частину будинку,в будь якому стані на 2Ковелі.",2024-02-06,2024-02-06,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-02-06,2024-02-06 11:54:59,6C74C2E98300F2EC7964CE368A18E16C,F2D49E127A32081358BCB53529913586,2024-02-06 11:54:59,
5811,3DB2F64CA8BC0F958821D0EC3D38E9A5,C0697800F264BD87A6FC66318F7F6EF4,,,3,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,"011AB953A1EDB7EC8B21640EE6EC8600","0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,,"Живуть на Мєчнікова 10,а на Мєчн.11 живе їх бабуся.",2024-02-05,2024-02-05,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-02-05,2024-02-05 16:41:32,6C74C2E98300F2EC7964CE368A18E16C,,2024-02-07 10:10:32,
5810,368C34EF1C865B24F734B125A42129D6,C0697800F264BD87A6FC66318F7F6EF4,,,1,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,53F136591BAF447F22E012AC939FC153,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,,,2024-02-05,2024-02-05,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-02-05,2024-02-05 12:46:37,6C74C2E98300F2EC7964CE368A18E16C,,2024-02-05 12:48:00,
5809,71BD12CC00933C6CE496CACE7A78140B,C0697800F264BD87A6FC66318F7F6EF4,,,2,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,ADD8F739A6813F21D944D6AA9B0171E5,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,3,,,6BB448E41000182B0136B33575971BA7,,Середні поверхи. 097 3179350 Катя-дружина,2024-02-05,2024-02-07,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2024-02-07,2024-02-07 16:22:19,6C74C2E98300F2EC7964CE368A18E16C,,2024-02-16 10:30:02,
5808,C2C8B0EAD7F648CE18CDEC49ACC013FF,C0697800F264BD87A6FC66318F7F6EF4,40000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,2,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,4D78A3EBD3461C97F2F5C1F85E7D683F,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,3,,,6BB448E41000182B0136B33575971BA7,,Для брата Олексія.,2024-02-02,2024-02-02,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2024-02-02,2024-02-02 13:28:54,6C74C2E98300F2EC7964CE368A18E16C,,2024-02-20 11:08:00,
5807,6C753E5DFF46650BE0357A16B009DBEA,C0697800F264BD87A6FC66318F7F6EF4,33000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,3,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,63DC9CB815518FC52C57E1EEC8F1D09C,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,,"Розглядають все,район не має значення.",2024-02-01,2024-02-12,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2024-02-12,2024-02-12 14:36:56,6C74C2E98300F2EC7964CE368A18E16C,,2024-02-12 14:36:56,
5806,F05C60E9D22DF0F200213942199AE0BD,C0697800F264BD87A6FC66318F7F6EF4,31000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,3,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,A752F2132F797A53F02D39EDF9E6AFC4,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,,,2024-01-31,2024-01-31,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-31,2024-01-31 16:49:53,6C74C2E98300F2EC7964CE368A18E16C,,2024-01-31 16:52:00,
5805,E31FA6EA4260E50A695940AD98B0E7C6,C0697800F264BD87A6FC66318F7F6EF4,,,3,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,7F1EEA466135B074F7DE570155FA31C5,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,,Хочуть в іпотеку,2024-01-31,2024-02-20,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2024-02-20,2024-02-20 14:52:34,6C74C2E98300F2EC7964CE368A18E16C,,2024-02-20 14:52:34,
5804,3DF4AE90C9953BC8734E46D51162B047,C0697800F264BD87A6FC66318F7F6EF4,,,1,2,3,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,ADCB12A919EED43E73ADEC134A0BF5C3,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,2,,,6BB448E41000182B0136B33575971BA7,,Хоче на привокзалці Може бути без ремонту.,2024-01-30,2024-02-19,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2024-02-19,2024-02-19 15:08:34,6C74C2E98300F2EC7964CE368A18E16C,F75FC20C1622D89993D45BC8D7167F6B,2024-02-19 15:08:34,
5803,B9FEE39F89D28F9D005559EE85697E5C,C0697800F264BD87A6FC66318F7F6EF4,28000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,2,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,"03BC5AEF9B130D948D4959ED479080CB","0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,,2кім до 28тис ,2024-01-29,2024-02-02,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2024-02-02,2024-02-02 11:19:36,6C74C2E98300F2EC7964CE368A18E16C,,2024-02-05 16:11:00,
5802,63C63F5D2271619A77842A4632BDC838,C0697800F264BD87A6FC66318F7F6EF4,,,,,,"080895390E96E062EA63A4F8D4B79E7C",,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,B62DD46E2813F06C90A8512E0ED184B9,A60505BF985E062B898BFBF321D655F2,1FA205DE8037CA1D53E7004600301B81,,,,,6BB448E41000182B0136B33575971BA7,,"Хоче будинок в Люблінці,Городилець.",2024-01-29,2024-01-29,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2024-01-29,2024-01-29 13:12:44,6C74C2E98300F2EC7964CE368A18E16C,,2024-01-29 13:14:28,
5801,A4B5CD857EBC7587955B331C26F87377,C0697800F264BD87A6FC66318F7F6EF4,,,3,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,72B3948F207A031E55E360CF10A32140,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,F8EFE987201E424804721C650B02063C,,2024-01-29,2024-01-29,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-29,2024-01-29 13:00:07,6C74C2E98300F2EC7964CE368A18E16C,,2024-01-30 10:04:30,
5800,1CFF8477BF816387B1F28AB6BC2D3899,C0697800F264BD87A6FC66318F7F6EF4,,,,,,"080895390E96E062EA63A4F8D4B79E7C",,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,EE7DF281859E5C343B137308C9224EA1,A60505BF985E062B898BFBF321D655F2,1FA205DE8037CA1D53E7004600301B81,,,,,6BB448E41000182B0136B33575971BA7,,,2024-01-29,2024-01-29,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-29,2024-01-29 12:53:40,6C74C2E98300F2EC7964CE368A18E16C,60E2764DABB483D3239BEA9655BEF265,2024-01-29 12:56:00,
5799,5FDD40246221BF5EB43BA21A3E9F433E,C0697800F264BD87A6FC66318F7F6EF4,,,1,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,6F25BCBCCFF0CE4D10095893C0AD759A,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,E7B2EBD4224DBC5C935E1615703A026C,Хоче для мами в Калині.,2024-01-29,2024-01-29,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-29,2024-01-29 12:36:44,6C74C2E98300F2EC7964CE368A18E16C,,2024-01-29 12:36:44,
5798,72705808226DF982B06E8A23E527CAB4,C0697800F264BD87A6FC66318F7F6EF4,,,2,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,"06FF96322B3E35EF997D92ACE470F2D6",A60505BF985E062B898BFBF321D655F2,1FA205DE8037CA1D53E7004600301B81,,3,,,6BB448E41000182B0136B33575971BA7,,Хоче закінчений будинок.,2024-01-29,2024-01-29,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-29,2024-01-29 11:19:11,6C74C2E98300F2EC7964CE368A18E16C,,2024-01-29 11:20:00,
5797,1DAEECA3CE653E21B226F4E69ED0576A,C0697800F264BD87A6FC66318F7F6EF4,,,1,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,F527FF470DC7992FDCEFEE2136A84BAD,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,,,2024-01-25,2024-01-25,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-25,2024-01-25 16:45:58,6C74C2E98300F2EC7964CE368A18E16C,,2024-01-25 16:47:00,
5796,4773E93A375AC4FB8C41BD05BD26BF6D,C0697800F264BD87A6FC66318F7F6EF4,,,3,,,"080895390E96E062EA63A4F8D4B79E7C",,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,8A79E9B7E860F5C4EF0DBF9EDC311E24,A60505BF985E062B898BFBF321D655F2,1FA205DE8037CA1D53E7004600301B81,,,,,6BB448E41000182B0136B33575971BA7,,"Хоче дерев""яний будинок поза Ковелем",2024-01-24,2024-01-24,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-24,2024-01-24 09:57:42,6C74C2E98300F2EC7964CE368A18E16C,,2024-01-24 10:00:00,
5795,763145E8BDFD54F13F5502C4A6C83753,C0697800F264BD87A6FC66318F7F6EF4,,,2,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,"0AD1E20EA153F1516F4ECAD2177D7C3C","0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,3,,,8E7E28A52B02FBB308D17BE4B90F8E5A,,"Потрібна квартира на Кияна,орендує там житло.Учасник АТО.Іпотека?",2024-01-23,2024-02-12,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2024-02-12,2024-02-12 15:02:03,6C74C2E98300F2EC7964CE368A18E16C,755BE48958584E447F9C2C9F6FD4ECED,2024-02-16 09:59:22,
5794,4C103AFB1857505BCB53A2A1BD4FA9C2,C0697800F264BD87A6FC66318F7F6EF4,28000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,2,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,6F87D00F31648F2278693F9AD7AD1905,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,3,,,6BB448E41000182B0136B33575971BA7,,,2024-01-23,2024-01-23,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-23,2024-01-23 09:47:35,6C74C2E98300F2EC7964CE368A18E16C,,2024-02-14 11:35:00,
5793,3E56C63165249648BE481809D1193BC4,C0697800F264BD87A6FC66318F7F6EF4,,,1,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,"066403F54066C66EAFCF9C96DE781815","0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,,"Хоче 1кім квартиру.Треба продати свою 3кім квартиру,бо немає всієї суми.",2024-01-23,2024-01-23,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-23,2024-01-23 09:40:36,6C74C2E98300F2EC7964CE368A18E16C,,2024-01-24 14:45:00,
5792,2EE0F0245C5AA9072CD2D550EB5160FF,C0697800F264BD87A6FC66318F7F6EF4,,,1,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,"06BD5658DA021EC7C2ED6AEFFD15DE11","0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,,,2024-01-22,2024-01-22,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-22,2024-01-22 10:47:00,6C74C2E98300F2EC7964CE368A18E16C,,2024-01-22 10:48:00,
5791,"05D0A2CDE20FB84EB7B7ABDA24787FD6",C0697800F264BD87A6FC66318F7F6EF4,,,1,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,444AF5436623E99D6DA0F92953FA4D0C,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,2,,,,,,2024-01-22,2024-01-22,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-22,2024-01-22 10:36:51,6C74C2E98300F2EC7964CE368A18E16C,,2024-01-23 10:38:46,
5790,"00DD0AF584AF19248232403DD0333F83",C0697800F264BD87A6FC66318F7F6EF4,,,2,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,1A1041BA629434670BD845A19CFA0796,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,,,2024-01-17,2024-01-17,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-17,2024-01-17 14:16:49,6C74C2E98300F2EC7964CE368A18E16C,,2024-01-17 14:19:00,
5789,2B4D977B1D1614CE978AA9DB84A32A19,C0697800F264BD87A6FC66318F7F6EF4,,,,,,5CA789AB4036788287D0CBA66003B571,5A713A20899BB18FD4D283811F867492,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,CBD84509460A55B9330E6E0E942F2A8A,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,E7B2EBD4224DBC5C935E1615703A026C,Хоче Калину в іпотеку,2024-01-17,2024-01-17,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-17,2024-01-17 11:54:41,6C74C2E98300F2EC7964CE368A18E16C,C7EE51E9D3C2FDD3B77144318FCBA0A1,2024-01-17 11:58:00,71D333DE7BF010356834AC4913624C6F
5788,DC49870008B578819B751C6BA23F9DDE,C0697800F264BD87A6FC66318F7F6EF4,,,2,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,6057AA6B0A3D30BDD84A2679752F324E,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,8E7E28A52B02FBB308D17BE4B90F8E5A,,,2024-01-17,2024-01-30,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2024-01-30,2024-01-30 14:17:14,6C74C2E98300F2EC7964CE368A18E16C,,2024-01-30 14:17:14,
5787,E4152FC2E7CA2C25E6B57E145843720F,C0697800F264BD87A6FC66318F7F6EF4,,,1,,,5CA789AB4036788287D0CBA66003B571,,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,9D9230788EB669AD6F6C941D533DE71F,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,E7B2EBD4224DBC5C935E1615703A026C,,2024-01-15,2024-01-15,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2024-01-15,2024-01-15 10:20:44,6C74C2E98300F2EC7964CE368A18E16C,C7EE51E9D3C2FDD3B77144318FCBA0A1,2024-01-15 10:22:48,
